CustomerID,Frequency,Monetary,Recency,AvgOrderValue,UniqueProducts,ActiveDays,CancellationRate,Cluster,Segment
12409,3,11072.67,79,3690.89,91,103,0.7142857142857143,0,At-Risk Customers
12410,2,693.33,309,346.665,26,0,0.6666666666666666,0,At-Risk Customers
12412,3,1226.88,75,408.96,43,94,0.0,0,At-Risk Customers
12413,3,758.1,67,252.7,29,270,0.4,0,At-Risk Customers
12414,3,562.4100000000001,217,187.47000000000003,16,93,0.0,0,At-Risk Customers
12415,21,124914.53,24,5948.310952380953,444,313,2.3846153846153846,0,At-Risk Customers
12417,9,3649.1,3,405.4555555555555,158,354,0.5,0,At-Risk Customers
12418,1,668.58,113,668.58,34,0,0.0,0,At-Risk Customers
12420,1,600.39,64,600.39,29,0,0.0,0,At-Risk Customers
12421,4,807.04,16,201.76,32,303,0.2,0,At-Risk Customers
12422,3,803.5600000000001,96,267.8533333333333,39,229,0.0,0,At-Risk Customers
12423,8,1859.31,1,232.41375,97,352,0.1111111111111111,0,At-Risk Customers
12424,2,1760.96,163,880.48,30,0,0.0,0,At-Risk Customers
12425,1,777.2,78,777.2,36,0,0.0,0,At-Risk Customers
12426,1,582.73,195,582.73,30,0,0.0,0,At-Risk Customers
12427,3,825.8000000000001,22,275.2666666666667,26,349,0.8,0,At-Risk Customers
12428,9,7956.46,26,884.0511111111111,258,257,0.5,0,At-Risk Customers
12429,4,3750.4,9,937.6,82,356,0.0,0,At-Risk Customers
12430,1,256.4,43,256.4,11,0,0.0,0,At-Risk Customers
12431,15,6419.95,36,427.9966666666666,163,338,0.2222222222222222,0,At-Risk Customers
12432,5,5059.32,43,1011.864,107,129,0.0,0,At-Risk Customers
12433,7,13375.87,1,1910.838571428572,219,372,0.0,0,At-Risk Customers
12434,2,806.14,85,403.07,46,175,1.0,0,At-Risk Customers
12435,2,7829.89,80,3914.945,31,188,0.0,0,At-Risk Customers
12436,1,509.01,100,509.01,16,0,0.0,0,At-Risk Customers
12437,18,4951.41,2,275.0783333333333,118,329,0.0526315789473684,0,At-Risk Customers
12438,2,2906.85,14,1453.425,84,125,0.0,0,At-Risk Customers
12441,1,173.55,367,173.55,11,0,0.0,0,At-Risk Customers
12442,1,172.06,3,172.06,12,0,0.0,0,At-Risk Customers
12444,5,5005.46,21,1001.092,138,149,0.0,0,At-Risk Customers
12445,1,133.4,22,133.4,4,0,0.0,0,At-Risk Customers
12446,1,1002.31,58,1002.31,57,0,0.0,0,At-Risk Customers
12447,1,476.49,243,476.49,26,0,0.0,0,At-Risk Customers
12448,1,449.45,44,449.45,22,0,0.0,0,At-Risk Customers
12449,4,4067.29,22,1016.8225,118,164,0.0,0,At-Risk Customers
12450,2,197.88,156,98.94,7,17,0.0,0,At-Risk Customers
12451,5,9035.52,11,1807.104,265,313,0.1666666666666666,0,At-Risk Customers
12452,2,430.5700000000001,17,215.28500000000005,21,0,0.3333333333333333,0,At-Risk Customers
12453,1,707.09,134,707.09,43,0,0.0,0,At-Risk Customers
12454,1,3528.34,56,3528.34,15,0,7.5,0,At-Risk Customers
12455,6,2466.86,73,411.1433333333334,85,223,0.0,0,At-Risk Customers
12456,3,3181.04,44,1060.3466666666666,105,210,1.0,0,At-Risk Customers
12457,7,2363.23,66,337.6042857142857,53,172,0.4166666666666667,0,At-Risk Customers
12458,2,947.4,71,473.7,35,213,0.0,0,At-Risk Customers
12461,2,826.88,94,413.44,35,60,0.0,0,At-Risk Customers
12462,2,1189.59,19,594.795,51,284,2.5,0,At-Risk Customers
12463,4,1344.78,53,336.195,65,188,0.7142857142857143,0,At-Risk Customers
12464,8,1212.05,10,151.50625,6,299,0.0,0,At-Risk Customers
12465,2,742.19,17,371.095,46,152,1.3333333333333333,0,At-Risk Customers
12468,2,729.54,188,364.77,36,128,0.6666666666666666,0,At-Risk Customers
12471,30,19788.65,2,659.6216666666667,150,362,1.4489795918367347,0,At-Risk Customers
12472,7,6572.11,32,938.8728571428572,219,336,4.0,0,At-Risk Customers
12473,5,3928.05,29,785.61,140,162,1.2222222222222223,0,At-Risk Customers
12474,18,7324.09,17,406.8938888888889,253,312,1.1,0,At-Risk Customers
12475,1,723.38,54,723.38,36,0,0.0,0,At-Risk Customers
12476,11,6816.42,16,619.6745454545454,177,345,1.55,0,At-Risk Customers
12477,6,13219.74,23,2203.29,191,278,0.8888888888888888,0,At-Risk Customers
12478,1,680.99,4,680.99,36,0,0.0,0,At-Risk Customers
12479,1,527.2,11,527.2,31,0,1.3333333333333333,0,At-Risk Customers
12480,4,3281.63,28,820.4075,129,307,0.0,0,At-Risk Customers
12481,10,5579.82,23,557.982,150,342,0.0909090909090909,0,At-Risk Customers
12483,8,2484.98,17,310.6225,46,322,0.4615384615384615,0,At-Risk Customers
12484,6,4527.32,33,754.5533333333333,256,303,0.5,0,At-Risk Customers
12488,3,1298.66,10,432.8866666666667,46,65,0.0,0,At-Risk Customers
12489,1,334.93,336,334.93,15,0,0.0,0,At-Risk Customers
12490,10,5417.93,5,541.793,131,324,0.0,0,At-Risk Customers
12491,1,460.4,39,460.4,25,0,0.0,0,At-Risk Customers
12492,2,263.21000000000004,63,131.60500000000002,19,42,0.0,0,At-Risk Customers
12493,2,433.74,166,216.87,20,31,0.3333333333333333,0,At-Risk Customers
12494,7,1246.1,16,178.0142857142857,63,349,0.5384615384615384,0,At-Risk Customers
12497,1,1043.1,82,1043.1,14,0,0.0,0,At-Risk Customers
12498,3,403.7000000000001,21,134.5666666666667,21,36,0.0,0,At-Risk Customers
12500,11,4257.82,23,387.07454545454544,34,310,0.3076923076923077,0,At-Risk Customers
12501,1,2169.39,337,2169.39,149,0,5.5,0,At-Risk Customers
12502,5,3723.87,96,744.774,102,214,0.0,0,At-Risk Customers
12504,2,482.05,18,241.025,6,12,1.5,0,At-Risk Customers
12506,1,73.5,233,73.5,23,0,0.0,0,At-Risk Customers
12507,3,1304.81,134,434.93666666666667,19,164,0.25,0,At-Risk Customers
12508,2,397.88,26,198.94,57,2,0.0,0,At-Risk Customers
12509,1,176.5,284,176.5,7,0,0.0,0,At-Risk Customers
12510,2,982.57,143,491.285,29,182,0.0,0,At-Risk Customers
12512,2,132.18,66,66.09,31,0,0.0,0,At-Risk Customers
12513,1,612.29,113,612.29,35,0,0.5,0,At-Risk Customers
12514,1,1017.68,267,1017.68,51,0,0.0,0,At-Risk Customers
12515,1,383.7,353,383.7,16,0,0.0,0,At-Risk Customers
12516,2,1312.06,78,656.03,20,102,0.0,0,At-Risk Customers
12517,5,2481.6,28,496.32,232,161,0.3333333333333333,0,At-Risk Customers
12518,5,2056.89,1,411.378,84,109,0.0,0,At-Risk Customers
12519,1,330.84000000000003,64,330.84000000000003,17,0,0.0,0,At-Risk Customers
12520,5,2634.26,79,526.8520000000001,121,194,0.5,0,At-Risk Customers
12521,1,599.68,143,599.68,38,0,0.0,0,At-Risk Customers
12522,2,192.72,39,96.36,11,12,0.0,0,At-Risk Customers
12523,11,1789.77,19,162.70636363636365,84,312,0.3076923076923077,0,At-Risk Customers
12524,8,4485.72,9,560.715,113,324,0.0,0,At-Risk Customers
12526,3,1316.66,1,438.8866666666667,64,93,0.0,0,At-Risk Customers
12527,3,348.71000000000004,82,116.23666666666668,18,243,0.0,0,At-Risk Customers
12528,6,1933.48,9,322.24666666666667,50,303,0.375,0,At-Risk Customers
12530,4,1662.28,60,415.57,51,277,0.4,0,At-Risk Customers
12531,1,125.22,15,125.22,17,0,0.0,0,At-Risk Customers
12532,1,349.83000000000004,30,349.83000000000004,16,0,0.0,0,At-Risk Customers
12534,1,1089.18,131,1089.18,63,0,0.0,0,At-Risk Customers
12535,2,716.35,92,358.175,28,94,0.0,0,At-Risk Customers
12536,3,12601.830000000002,43,4200.610000000001,260,15,2.4,0,At-Risk Customers
12538,1,363.95,29,363.95,21,0,0.0,0,At-Risk Customers
12539,4,5568.35,22,1392.0875,157,311,0.2,0,At-Risk Customers
12540,17,13400.24,20,788.2494117647059,277,342,0.1578947368421052,0,At-Risk Customers
12541,3,981.18,30,327.06,46,251,0.0,0,At-Risk Customers
12544,1,372.7,36,372.7,19,0,0.5,0,At-Risk Customers
12545,2,1000.39,75,500.195,42,184,0.0,0,At-Risk Customers
12546,2,1161.5,47,580.75,59,31,0.3333333333333333,0,At-Risk Customers
12547,2,207.8,198,103.9,7,82,0.0,0,At-Risk Customers
12548,1,95.2,166,95.2,5,0,0.0,0,At-Risk Customers
12550,1,964.83,79,964.83,57,0,0.0,0,At-Risk Customers
12551,1,168.0,358,168.0,10,0,0.0,0,At-Risk Customers
12552,2,437.82,39,218.91,20,0,0.0,0,At-Risk Customers
12553,10,3692.28,8,369.228,95,321,0.3571428571428571,0,At-Risk Customers
12556,2,599.56,50,299.78,100,100,0.0,0,At-Risk Customers
12557,5,11990.96,16,2398.192,15,355,0.0,0,At-Risk Customers
12558,1,269.96,8,269.96,11,0,5.5,0,At-Risk Customers
12559,2,561.71,311,280.855,21,8,0.3333333333333333,0,At-Risk Customers
12560,3,2134.01,5,711.3366666666667,91,137,1.5,0,At-Risk Customers
12561,1,238.85,303,238.85,16,0,0.0,0,At-Risk Customers
12562,7,3781.74,8,540.2485714285715,99,190,0.0,0,At-Risk Customers
12564,1,456.9,261,456.9,21,0,0.0,0,At-Risk Customers
12565,1,145.92000000000002,289,145.92000000000002,9,0,0.5,0,At-Risk Customers
12566,1,351.65,86,351.65,19,0,0.5,0,At-Risk Customers
12567,10,9401.28,23,940.128,323,346,1.5454545454545454,0,At-Risk Customers
12569,32,4124.6900000000005,2,128.89656250000002,92,250,0.0857142857142857,0,At-Risk Customers
12571,2,519.61,40,259.805,31,81,0.0,0,At-Risk Customers
12572,2,1020.42,9,510.21,53,43,0.6666666666666666,0,At-Risk Customers
12573,1,160.54000000000002,227,160.54000000000002,26,0,0.0,0,At-Risk Customers
12574,1,218.45,316,218.45,11,0,0.0,0,At-Risk Customers
12576,5,1315.83,36,263.166,72,268,0.1666666666666666,0,At-Risk Customers
12577,3,626.6,35,208.86666666666667,137,323,0.25,0,At-Risk Customers
12578,2,2794.51,21,1397.255,111,308,1.5,0,At-Risk Customers
12579,1,440.42,78,440.42,29,0,0.6666666666666666,0,At-Risk Customers
12580,1,415.7,247,415.7,24,0,0.0,0,At-Risk Customers
12581,1,197.71,40,197.71,15,0,0.0,0,At-Risk Customers
12582,2,511.36,239,255.68,21,49,0.0,0,At-Risk Customers
12583,15,7281.38,3,485.42533333333336,115,370,0.2222222222222222,0,At-Risk Customers
12584,9,2338.15,4,259.7944444444445,44,276,1.6666666666666667,0,At-Risk Customers
12585,2,2040.1,234,1020.05,77,117,2.5,0,At-Risk Customers
12586,1,196.94000000000003,17,196.94000000000003,11,0,0.5,0,At-Risk Customers
12587,1,144.0,8,144.0,4,0,0.0,0,At-Risk Customers
12588,1,214.9,39,214.9,10,0,0.0,0,At-Risk Customers
12589,2,646.68,29,323.34,29,115,0.0,0,At-Risk Customers
12590,2,9864.26,211,4932.13,68,0,0.6666666666666666,0,At-Risk Customers
12591,1,452.85,317,452.85,26,0,0.0,0,At-Risk Customers
12592,2,437.6,92,218.8,11,121,0.0,0,At-Risk Customers
12593,3,418.1,109,139.36666666666667,14,110,0.0,0,At-Risk Customers
12594,10,3338.2200000000003,38,333.822,50,285,0.0909090909090909,0,At-Risk Customers
12596,2,618.27,51,309.135,25,190,0.0,0,At-Risk Customers
12597,4,3811.22,19,952.805,184,248,1.6,0,At-Risk Customers
12598,8,3023.08,10,377.885,84,275,0.1111111111111111,0,At-Risk Customers
12599,7,1032.58,29,147.51142857142855,32,275,0.0,0,At-Risk Customers
12600,10,2599.04,29,259.904,32,342,0.0909090909090909,0,At-Risk Customers
12601,5,577.0600000000001,190,115.412,21,142,0.1666666666666666,0,At-Risk Customers
12602,1,153.12,59,153.12,12,0,0.0,0,At-Risk Customers
12603,1,739.1999999999999,22,739.1999999999999,2,0,0.0,0,At-Risk Customers
12604,2,254.18,79,127.09,15,182,0.0,0,At-Risk Customers
12607,1,1579.51,60,1579.51,101,0,50.5,0,At-Risk Customers
12609,3,1126.85,78,375.6166666666666,57,240,0.0,0,At-Risk Customers
12610,5,2099.54,23,419.908,85,103,0.7142857142857143,0,At-Risk Customers
12611,1,1193.32,52,1193.32,65,0,0.0,0,At-Risk Customers
12612,1,704.04,74,704.04,19,0,1.0,0,At-Risk Customers
12613,5,3344.38,57,668.876,124,204,1.6666666666666667,0,At-Risk Customers
12614,1,315.6,278,315.6,20,0,0.0,0,At-Risk Customers
12615,4,2291.19,2,572.7975,82,166,0.0,0,At-Risk Customers
12616,2,713.3,95,356.65,25,202,0.8,0,At-Risk Customers
12617,1,352.98,29,352.98,39,0,0.0,0,At-Risk Customers
12618,1,177.31,22,177.31,11,0,0.0,0,At-Risk Customers
12619,9,3641.24,16,404.5822222222222,50,237,0.3846153846153846,0,At-Risk Customers
12620,3,1339.41,15,446.47,89,189,0.0,0,At-Risk Customers
12621,20,13689.67,2,684.4835,261,364,0.3043478260869565,0,At-Risk Customers
12622,1,180.1,232,180.1,11,0,0.0,0,At-Risk Customers
12623,1,305.1,276,305.1,18,0,0.0,0,At-Risk Customers
12624,2,641.13,106,320.565,36,71,0.0,0,At-Risk Customers
12625,2,2683.82,212,1341.91,73,107,1.6666666666666667,0,At-Risk Customers
12626,9,6620.4800000000005,23,735.6088888888889,232,303,1.0,0,At-Risk Customers
12627,7,4478.53,11,639.79,162,129,0.0,0,At-Risk Customers
12628,3,786.46,4,262.15333333333336,34,60,0.5,0,At-Risk Customers
12630,2,1270.88,10,635.44,60,34,0.0,0,At-Risk Customers
12631,1,640.5,57,640.5,31,0,0.0,0,At-Risk Customers
12633,4,2163.98,59,540.995,73,229,0.4,0,At-Risk Customers
12635,2,1689.18,90,844.59,96,65,0.0,0,At-Risk Customers
12637,8,6002.9,67,750.3625,205,256,0.4,0,At-Risk Customers
12638,1,671.69,33,671.69,39,0,0.0,0,At-Risk Customers
12639,1,486.1,239,486.1,22,0,0.0,0,At-Risk Customers
12640,3,1174.58,24,391.5266666666666,47,57,0.0,0,At-Risk Customers
12641,1,185.9,115,185.9,10,0,0.0,0,At-Risk Customers
12642,3,1013.26,25,337.75333333333333,39,82,0.0,0,At-Risk Customers
12643,6,3344.64,128,557.4399999999999,11,204,0.0,0,At-Risk Customers
12644,1,477.91,130,477.91,31,0,0.0,0,At-Risk Customers
12645,4,1775.18,34,443.795,58,282,0.2,0,At-Risk Customers
12646,2,1346.97,5,673.485,43,44,0.0,0,At-Risk Customers
12647,12,3722.82,22,310.235,78,346,0.4615384615384615,0,At-Risk Customers
12648,1,318.05,155,318.05,21,0,0.0,0,At-Risk Customers
12649,3,623.51,107,207.83666666666667,28,105,0.5,0,At-Risk Customers
12650,1,314.44,3,314.44,20,0,0.0,0,At-Risk Customers
12651,1,114.0,335,114.0,9,0,0.0,0,At-Risk Customers
12652,1,919.98,331,919.98,48,0,1.5,0,At-Risk Customers
12653,2,2209.85,149,1104.925,37,147,0.0,0,At-Risk Customers
12654,5,601.98,11,120.396,31,284,0.0,0,At-Risk Customers
12656,5,4051.17,17,810.234,89,216,0.5,0,At-Risk Customers
12657,4,1643.18,11,410.795,35,67,1.8,0,At-Risk Customers
12658,1,686.05,19,686.05,36,0,0.0,0,At-Risk Customers
12659,1,91.68,30,91.68,5,0,0.0,0,At-Risk Customers
12660,1,245.1,11,245.1,13,0,0.0,0,At-Risk Customers
12662,11,3849.78,1,349.98,129,372,0.1666666666666666,0,At-Risk Customers
12664,9,4881.88,8,542.4311111111111,10,314,0.1,0,At-Risk Customers
12665,1,63.0,325,63.0,3,0,0.5,0,At-Risk Customers
12667,1,620.13,58,620.13,33,0,0.0,0,At-Risk Customers
12668,4,3807.15,12,951.7875,115,343,1.1666666666666667,0,At-Risk Customers
12669,3,2744.03,151,914.6766666666666,98,105,0.25,0,At-Risk Customers
12670,5,2996.05,10,599.21,58,222,0.3333333333333333,0,At-Risk Customers
12672,1,225.9,330,225.9,10,0,0.0,0,At-Risk Customers
12673,2,610.52,5,305.26,42,321,0.0,0,At-Risk Customers
12674,4,1970.6,39,492.65,52,169,1.1428571428571428,0,At-Risk Customers
12676,6,1331.39,25,221.8983333333333,33,286,0.0,0,At-Risk Customers
12678,12,17628.46,42,1469.0383333333332,105,311,0.1538461538461538,0,At-Risk Customers
12679,4,1113.02,59,278.255,43,225,0.8888888888888888,0,At-Risk Customers
12680,4,862.81,1,215.7025,33,112,0.0,0,At-Risk Customers
12681,22,13787.54,15,626.7063636363637,267,353,0.2962962962962963,0,At-Risk Customers
12682,31,12279.82,4,396.1232258064516,209,367,0.0,0,At-Risk Customers
12683,15,8476.57,4,565.1046666666666,177,361,0.9,0,At-Risk Customers
12684,7,2283.63,8,326.23285714285714,61,205,0.0,0,At-Risk Customers
12685,6,2863.08,28,477.18,117,65,0.0,0,At-Risk Customers
12686,1,89.14,372,89.14,7,0,0.0,0,At-Risk Customers
12688,1,4873.81,114,4873.81,171,0,0.0,0,At-Risk Customers
12689,2,1247.61,26,623.8050000000001,57,101,0.0,0,At-Risk Customers
12690,1,389.01,206,389.01,16,0,0.0,0,At-Risk Customers
12691,6,1035.8,28,172.63333333333333,21,329,0.0,0,At-Risk Customers
12693,4,855.91,127,213.9775,35,192,0.3333333333333333,0,At-Risk Customers
12694,2,869.67,70,434.835,32,112,0.0,0,At-Risk Customers
12695,4,582.1,7,145.525,23,203,0.0,0,At-Risk Customers
12697,3,957.59,29,319.19666666666666,37,140,0.4,0,At-Risk Customers
12700,4,4939.99,8,1234.9975,193,207,0.3333333333333333,0,At-Risk Customers
12701,2,797.71,80,398.855,50,162,0.0,0,At-Risk Customers
12702,1,219.0,20,219.0,12,0,0.0,0,At-Risk Customers
12703,1,283.55,71,283.55,21,0,0.5,0,At-Risk Customers
12704,8,2340.84,7,292.605,64,162,0.2,0,At-Risk Customers
12705,9,6868.29,15,763.1433333333333,228,341,1.0,0,At-Risk Customers
12707,1,603.42,292,603.42,33,0,0.0,0,At-Risk Customers
12708,10,2712.91,30,271.291,86,338,1.0625,0,At-Risk Customers
12709,15,9706.52,15,647.1013333333334,93,351,1.8846153846153848,0,At-Risk Customers
12710,3,1149.02,97,383.00666666666666,75,104,0.5,0,At-Risk Customers
12712,13,4396.13,29,338.1638461538462,58,342,0.5294117647058824,0,At-Risk Customers
12713,1,848.55,1,848.55,38,0,0.0,0,At-Risk Customers
12714,5,4708.86,9,941.772,216,285,0.0,0,At-Risk Customers
12715,1,343.36,106,343.36,20,0,0.0,0,At-Risk Customers
12716,2,1053.49,4,526.745,60,129,0.0,0,At-Risk Customers
12717,2,1030.98,151,515.49,49,94,0.3333333333333333,0,At-Risk Customers
12718,1,238.25,71,238.25,19,0,0.0,0,At-Risk Customers
12719,2,644.95,5,322.475,34,59,1.0,0,At-Risk Customers
12720,25,5781.7300000000005,3,231.2692,211,366,0.1724137931034483,0,At-Risk Customers
12721,6,2656.13,32,442.6883333333333,133,323,0.4285714285714285,0,At-Risk Customers
12722,4,997.63,85,249.4075,50,65,0.6666666666666666,0,At-Risk Customers
12723,5,725.07,4,145.014,53,61,0.0,0,At-Risk Customers
12724,4,1031.41,5,257.8525,47,327,0.0,0,At-Risk Customers
12725,1,427.8,371,427.8,24,0,0.0,0,At-Risk Customers
12726,7,2609.1,28,372.7285714285714,57,329,0.0,0,At-Risk Customers
12727,7,3980.7,11,568.6714285714286,109,309,0.2222222222222222,0,At-Risk Customers
12728,4,836.33,71,209.0825,38,261,0.0,0,At-Risk Customers
12729,1,453.01,114,453.01,26,0,0.0,0,At-Risk Customers
12731,12,18895.91,24,1574.6591666666666,109,341,0.2142857142857142,0,At-Risk Customers
12732,1,236.26,180,236.26,12,0,0.0,0,At-Risk Customers
12733,1,383.95,234,383.95,22,0,0.0,0,At-Risk Customers
12734,1,110.4,353,110.4,4,0,0.0,0,At-Risk Customers
12735,2,779.5699999999999,315,389.785,38,21,0.0,0,At-Risk Customers
12736,1,234.0,333,234.0,4,0,0.0,0,At-Risk Customers
12738,1,155.35,372,155.35,11,0,0.0,0,At-Risk Customers
12739,2,1013.04,78,506.52,38,20,0.0,0,At-Risk Customers
12740,1,427.6,64,427.6,27,0,0.0,0,At-Risk Customers
12743,2,540.13,134,270.065,114,0,0.0,0,At-Risk Customers
12744,7,21279.29,52,3039.898571428572,178,266,0.7,0,At-Risk Customers
12747,11,4196.01,2,381.4554545454546,42,366,0.0,0,At-Risk Customers
12748,209,33053.19,1,158.14923444976077,1768,372,0.2053571428571428,0,At-Risk Customers
12749,5,4090.88,4,818.176,160,209,4.0,0,At-Risk Customers
12750,1,275.88,129,275.88,15,0,0.0,0,At-Risk Customers
12752,1,4366.78,81,4366.78,53,0,0.0,0,At-Risk Customers
12753,6,21429.39,23,3571.565,132,339,3.0,0,At-Risk Customers
12754,3,3010.74,236,1003.58,49,72,0.4,0,At-Risk Customers
12755,2,3811.95,281,1905.975,4,85,0.5,0,At-Risk Customers
12756,1,112.08,87,112.08,4,0,0.0,0,At-Risk Customers
12757,13,7834.650000000001,16,602.6653846153847,237,195,0.3157894736842105,0,At-Risk Customers
12758,2,2791.59,117,1395.795,84,159,0.0,0,At-Risk Customers
12759,3,1531.44,52,510.48,81,223,0.0,0,At-Risk Customers
12762,2,1898.52,8,949.26,62,17,0.0,0,At-Risk Customers
12763,2,494.08,138,247.04,16,230,0.0,0,At-Risk Customers
12764,1,1693.88,317,1693.88,45,0,0.0,0,At-Risk Customers
12766,7,6989.63,4,998.5185714285716,205,362,0.0,0,At-Risk Customers
12769,1,1143.6,239,1143.6,32,0,0.0,0,At-Risk Customers
12770,1,1351.45,211,1351.45,12,0,0.0,0,At-Risk Customers
12772,1,892.47,60,892.47,55,0,0.0,0,At-Risk Customers
12775,5,1386.04,17,277.208,47,294,0.1666666666666666,0,At-Risk Customers
12778,6,822.23,20,137.03833333333333,40,292,0.1428571428571428,0,At-Risk Customers
12779,8,3981.36,38,497.67,88,333,0.8333333333333334,0,At-Risk Customers
12781,2,826.74,64,413.37,25,221,1.0,0,At-Risk Customers
12782,5,2330.92,5,466.184,81,352,0.6666666666666666,0,At-Risk Customers
12783,6,2225.91,2,370.985,76,73,0.25,0,At-Risk Customers
12784,2,532.82,9,266.41,54,6,0.0,0,At-Risk Customers
12785,1,311.95,364,311.95,14,0,0.5,0,At-Risk Customers
12787,3,463.66,10,154.55333333333334,17,182,0.0,0,At-Risk Customers
12789,1,91.85,65,91.85,4,0,0.0,0,At-Risk Customers
12790,1,324.92,192,324.92,21,0,0.0,0,At-Risk Customers
12791,1,192.6,374,192.6,2,0,0.0,0,At-Risk Customers
12792,1,400.54,257,400.54,25,0,0.0,0,At-Risk Customers
12793,2,545.48,335,272.74,21,36,0.0,0,At-Risk Customers
12794,2,860.41,53,430.205,43,45,0.0,0,At-Risk Customers
12795,1,430.48,19,430.48,14,0,0.0,0,At-Risk Customers
12797,1,254.03,366,254.03,13,0,1.3333333333333333,0,At-Risk Customers
12798,3,6977.04,10,2325.68,6,160,0.0,0,At-Risk Customers
12802,1,427.58,187,427.58,25,0,0.5,0,At-Risk Customers
12808,3,483.65,37,161.21666666666667,27,331,0.0,0,At-Risk Customers
12809,1,489.31,178,489.31,25,0,0.5,0,At-Risk Customers
12811,3,514.85,261,171.61666666666667,27,23,0.0,0,At-Risk Customers
12812,1,229.64,45,229.64,15,0,0.0,0,At-Risk Customers
12814,1,125.92,102,125.92,2,0,0.0,0,At-Risk Customers
12815,2,1063.46,148,531.73,38,50,0.0,0,At-Risk Customers
12816,2,572.2,96,286.1,27,80,0.0,0,At-Risk Customers
12817,1,166.04000000000002,281,166.04000000000002,4,0,0.0,0,At-Risk Customers
12818,1,1542.08,262,1542.08,14,0,1.0,0,At-Risk Customers
12820,4,942.34,3,235.585,55,323,0.0,0,At-Risk Customers
12821,1,92.72,214,92.72,6,0,0.0,0,At-Risk Customers
12822,2,948.88,71,474.44,41,16,0.3333333333333333,0,At-Risk Customers
